offense_date,crime,a_c,district,Sport,Opponent,Outcome,GameCity,GameState,VenueName,LSUPoints,OpponentPoints,SpecialEvent,GameAttendance
2018-01-13,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-25,ASSAULT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-13,BATTERY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-23,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-06,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-10,NARCOTICS,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-05,FIREARM,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-20,NARCOTICS,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-01,FIREARM,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-23,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-15,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-04,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-05,FIREARM,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-19,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-14,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-16,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-07,FIREARM,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-27,ASSAULT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-01,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-02,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-24,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-06,NARCOTICS,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-23,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-09,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-18,NON-RESIDENTIAL BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-16,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-10,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-09,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-01,HOMICIDE,ATTEMPTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-11,ASSAULT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-02,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-23,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-04,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-17,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-11,BATTERY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-13,NARCOTICS,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-05,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-06,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-23,BATTERY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-15,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-15,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-20,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-12,NON-RESIDENTIAL BURGLARY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-04,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-12,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-15,BATTERY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-02,BATTERY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-18,FIREARM,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-13,NON-RESIDENTIAL BURGLARY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-03,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-08,FIREARM,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-02,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-09,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-18,BATTERY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-08,THEFT,ATTEMPTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-23,NARCOTICS,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-24,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-04,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,VEHICLE BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-08,FIREARM,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-15,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-17,ASSAULT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-20,NARCOTICS,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-07,VEHICLE BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-06,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-07,VEHICLE BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-01,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-13,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-05,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-11,ASSAULT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-09,CRIMINAL DAMAGE TO PROPERTY,ATTEMPTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-03,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-23,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-21,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-15,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-12,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-18,INDIVIDUAL ROBBERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-24,BATTERY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-21,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-17,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-14,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-20,FIREARM,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-19,ASSAULT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-02,FIREARM,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-31,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-29,ASSAULT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-22,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-23,VEHICLE BURGLARY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-17,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-18,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-21,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-06,BATTERY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-13,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-03,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-18,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-24,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-18,NARCOTICS,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-05,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-04,BATTERY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-04,VEHICLE BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-08,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-06,FIREARM,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-29,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-26,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-02,NARCOTICS,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-11,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-19,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-06,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-27,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-06,VEHICLE BURGLARY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-14,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-11,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-10,ASSAULT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-09,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-30,BATTERY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-17,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-23,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-13,NARCOTICS,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-05,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-29,NON-RESIDENTIAL BURGLARY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-24,THEFT,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-27,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-17,NUISANCE,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-25,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-14,VEHICLE BURGLARY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-14,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-03,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-23,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-06,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-15,FIREARM,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-16,ASSAULT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-07,BATTERY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-03,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-03,NARCOTICS,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-18,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-17,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-29,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-25,RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-19,ASSAULT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-17,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-24,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-10,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-16,ASSAULT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-09,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-18,NARCOTICS,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-10,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-24,NARCOTICS,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-08,NARCOTICS,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-31,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-27,VEHICLE BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-21,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-21,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-15,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-05,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-04,NARCOTICS,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-13,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-11,NARCOTICS,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-28,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-12,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-24,INDIVIDUAL ROBBERY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-13,NUISANCE,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-30,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-22,FIREARM,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-28,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-21,NARCOTICS,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-17,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-09,ASSAULT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-16,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-05,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-02,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-15,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-07,THEFT,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-20,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-09,VEHICLE BURGLARY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-19,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-22,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-07,FIREARM,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-22,ASSAULT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-12,BATTERY,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-09,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-22,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-08,VEHICLE BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-18,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-12,SEXUAL ASSAULT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-16,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-01,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-20,NARCOTICS,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-04,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-12,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-13,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-06,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-06,ASSAULT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-12,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-04,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-26,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-25,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-05,BATTERY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-06,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-04,THEFT,ATTEMPTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-31,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-19,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-09,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-16,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-24,FIREARM,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-23,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-13,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-12,BATTERY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-16,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-09,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-16,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-13,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-02,NARCOTICS,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-27,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-02,ASSAULT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-24,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-30,NUISANCE,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-05,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-12,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-28,NARCOTICS,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-01,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-15,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-30,VEHICLE BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-16,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-07,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-21,BATTERY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-16,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-15,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-03,NON-RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-14,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-07,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-12,INDIVIDUAL ROBBERY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-17,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-02,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-11,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-17,NON-RESIDENTIAL BURGLARY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-05,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-28,NON-RESIDENTIAL BURGLARY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
